"id","scientific","english","region","abundance_estimate","abundance_lower","abundance_upper","density_estimate","density_lower","density_upper","areakmsq"
"CMWA","Setophaga tigrina","Cape May Warbler","10 Northern Rockies",0.0487,0.0221,0.0722,0.0013,6e-04,0.0019,0.372
"CMWA","Setophaga tigrina","Cape May Warbler","11 Prairie Potholes",0.27,0.226,0.323,0.0061,0.0051,0.0073,0.444
"CMWA","Setophaga tigrina","Cape May Warbler","12 Boreal Hardwood Transition",1.06,0.949,1.17,0.0285,0.0254,0.0314,0.373
"CMWA","Setophaga tigrina","Cape May Warbler","13 Lower Great Lakes/St. Lawrence Plain",0.0826,0.0688,0.094,0.0081,0.0068,0.0092,0.102
"CMWA","Setophaga tigrina","Cape May Warbler","14 Atlantic Northern Forest",0.571,0.523,0.653,0.0293,0.0268,0.0335,0.195
"CMWA","Setophaga tigrina","Cape May Warbler","6-0 Boreal Taiga Plains, South",2.13,1.9,2.38,0.0282,0.0251,0.0316,0.756
"CMWA","Setophaga tigrina","Cape May Warbler","6-1 Boreal Taiga Plains, North",1.39,1.05,1.79,0.0324,0.0246,0.0418,0.428
"CMWA","Setophaga tigrina","Cape May Warbler","7-0 Taiga Shield & Hudson Plains, West",0.328,0.141,0.778,0.0058,0.0025,0.0139,0.561
"CMWA","Setophaga tigrina","Cape May Warbler","7-1 Taiga Shield & Hudson Plains, East",0.744,0.433,1.6,0.008,0.0047,0.0173,0.925
"CMWA","Setophaga tigrina","Cape May Warbler","8-0 Boreal Softwood Shield, West",1.16,0.974,1.34,0.0334,0.0279,0.0385,0.348
"CMWA","Setophaga tigrina","Cape May Warbler","8-1 Boreal Softwood Shield, Ontario",1.24,1.08,1.41,0.0315,0.0275,0.0358,0.395
"CMWA","Setophaga tigrina","Cape May Warbler","8-2 Boreal Softwood Shield, East",2.91,2.39,3.39,0.0615,0.0506,0.0717,0.473
"CMWA","Setophaga tigrina","Cape May Warbler","8-3 Boreal Softwood Shield, Newfoundland",0.0577,0.0133,0.102,0.0061,0.0014,0.0108,0.0945
"COGR","Quiscalus quiscula","Common Grackle","Canada",22.7,21.4,23.5,0.0366,0.0344,0.0379,6.21
"COGR","Quiscalus quiscula","Common Grackle","4 Northwestern Interior Forest",0.0239,0.0084,0.0463,4e-04,2e-04,8e-04,0.546
"COGR","Quiscalus quiscula","Common Grackle","5 Northern Pacific Rainforest",3e-04,0,0.0017,0,0,1e-04,0.136
"COGR","Quiscalus quiscula","Common Grackle","6 Boreal Taiga Plains",1.54,1.36,1.86,0.013,0.0115,0.0157,1.18
"COGR","Quiscalus quiscula","Common Grackle","7 Taiga Shield & Hudson Plains",0.681,0.401,0.877,0.0046,0.0027,0.0059,1.49
"COGR","Quiscalus quiscula","Common Grackle","8 Boreal Softwood Shield",3.99,3.42,4.58,0.0303,0.026,0.0348,1.32
"COGR","Quiscalus quiscula","Common Grackle","9 Great Basin",2e-04,0,0.0013,0,0,2e-04,0.0552
"COGR","Quiscalus quiscula","Common Grackle","10 Northern Rockies",0.0812,0.0554,0.111,0.0022,0.0015,0.003,0.372
"COGR","Quiscalus quiscula","Common Grackle","11 Prairie Potholes",1.89,1.71,2.12,0.0425,0.0386,0.0478,0.444
"COGR","Quiscalus quiscula","Common Grackle","12 Boreal Hardwood Transition",6.02,5.47,6.44,0.161,0.147,0.173,0.373
"COGR","Quiscalus quiscula","Common Grackle","13 Lower Great Lakes/St. Lawrence Plain",4.95,4.43,5.35,0.486,0.435,0.525,0.102
"COGR","Quiscalus quiscula","Common Grackle","14 Atlantic Northern Forest",3.5,3.36,3.65,0.179,0.172,0.187,0.195
"COGR","Quiscalus quiscula","Common Grackle","6-0 Boreal Taiga Plains, South",1.51,1.34,1.81,0.02,0.0177,0.024,0.756
"COGR","Quiscalus quiscula","Common Grackle","6-1 Boreal Taiga Plains, North",0.0378,0.0164,0.0504,9e-04,4e-04,0.0012,0.428
"COGR","Quiscalus quiscula","Common Grackle","7-0 Taiga Shield & Hudson Plains, West",0.17,0.084,0.251,0.003,0.0015,0.0045,0.561
"COGR","Quiscalus quiscula","Common Grackle","7-1 Taiga Shield & Hudson Plains, East",0.486,0.286,0.711,0.0052,0.0031,0.0077,0.925
"COGR","Quiscalus quiscula","Common Grackle","8-0 Boreal Softwood Shield, West",0.682,0.543,0.774,0.0196,0.0156,0.0222,0.348
"COGR","Quiscalus quiscula","Common Grackle","8-1 Boreal Softwood Shield, Ontario",1.35,1.01,1.6,0.0342,0.0255,0.0406,0.395
"COGR","Quiscalus quiscula","Common Grackle","8-2 Boreal Softwood Shield, East",1.86,1.65,2.2,0.0393,0.0348,0.0465,0.473
"COGR","Quiscalus quiscula","Common Grackle","8-3 Boreal Softwood Shield, Newfoundland",0.0634,0.02,0.104,0.0067,0.0021,0.011,0.0945
"CONW","Oporornis agilis","Connecticut Warbler","Canada",2.36,2.24,2.54,0.0038,0.0036,0.0041,6.21
"CONW","Oporornis agilis","Connecticut Warbler","4 Northwestern Interior Forest",0.0198,0.0108,0.0355,4e-04,2e-04,7e-04,0.546
"CONW","Oporornis agilis","Connecticut Warbler","5 Northern Pacific Rainforest",0.0011,4e-04,0.0022,1e-04,0,2e-04,0.136
"CONW","Oporornis agilis","Connecticut Warbler","6 Boreal Taiga Plains",1.11,1,1.2,0.0094,0.0084,0.0101,1.18
"CONW","Oporornis agilis","Connecticut Warbler","7 Taiga Shield & Hudson Plains",0.115,0.0657,0.172,8e-04,4e-04,0.0012,1.49
"CONW","Oporornis agilis","Connecticut Warbler","8 Boreal Softwood Shield",0.757,0.686,0.823,0.0058,0.0052,0.0063,1.32
"CONW","Oporornis agilis","Connecticut Warbler","9 Great Basin",0.001,4e-04,0.0017,2e-04,1e-04,3e-04,0.0552
"CONW","Oporornis agilis","Connecticut Warbler","10 Northern Rockies",0.0475,0.0243,0.0578,0.0013,7e-04,0.0016,0.372
"CONW","Oporornis agilis","Connecticut Warbler","11 Prairie Potholes",0.233,0.189,0.289,0.0052,0.0043,0.0065,0.444
"CONW","Oporornis agilis","Connecticut Warbler","12 Boreal Hardwood Transition",0.0866,0.0719,0.104,0.0023,0.0019,0.0028,0.373
"CONW","Oporornis agilis","Connecticut Warbler","13 Lower Great Lakes/St. Lawrence Plain",0.0035,0.0016,0.0046,3e-04,2e-04,5e-04,0.102
"CONW","Oporornis agilis","Connecticut Warbler","14 Atlantic Northern Forest",5e-04,0,0.0013,0,0,1e-04,0.195
"CONW","Oporornis agilis","Connecticut Warbler","6-0 Boreal Taiga Plains, South",1.06,0.975,1.16,0.014,0.0129,0.0154,0.756
"CONW","Oporornis agilis","Connecticut Warbler","6-1 Boreal Taiga Plains, North",0.036,0.0122,0.0774,8e-04,3e-04,0.0018,0.428
"CONW","Oporornis agilis","Connecticut Warbler","7-0 Taiga Shield & Hudson Plains, West",0.0817,0.0418,0.128,0.0015,7e-04,0.0023,0.561
"CONW","Oporornis agilis","Connecticut Warbler","7-1 Taiga Shield & Hudson Plains, East",0.0373,0.0115,0.0557,4e-04,1e-04,6e-04,0.925
"CONW","Oporornis agilis","Connecticut Warbler","8-0 Boreal Softwood Shield, West",0.418,0.362,0.461,0.012,0.0104,0.0132,0.348
"CONW","Oporornis agilis","Connecticut Warbler","8-1 Boreal Softwood Shield, Ontario",0.314,0.255,0.392,0.0079,0.0065,0.0099,0.395
"CONW","Oporornis agilis","Connecticut Warbler","8-2 Boreal Softwood Shield, East",0.0206,0.0073,0.036,4e-04,2e-04,8e-04,0.473
"CONW","Oporornis agilis","Connecticut Warbler","8-3 Boreal Softwood Shield, Newfoundland",0,0,2e-04,0,0,0,0.0945
"CORA","Corvus corax","Common Raven","Canada",18.1,17.1,18.6,0.0292,0.0275,0.03,6.21
"CORA","Corvus corax","Common Raven","4 Northwestern Interior Forest",0.67,0.595,0.789,0.0123,0.0109,0.0144,0.546
"CORA","Corvus corax","Common Raven","5 Northern Pacific Rainforest",0.457,0.421,0.488,0.0335,0.0309,0.0359,0.136
"CORA","Corvus corax","Common Raven","6 Boreal Taiga Plains",2.76,2.59,2.96,0.0233,0.0219,0.025,1.18
"CORA","Corvus corax","Common Raven","7 Taiga Shield & Hudson Plains",4.13,3.53,4.67,0.0277,0.0237,0.0313,1.49
"CORA","Corvus corax","Common Raven","8 Boreal Softwood Shield",5.03,4.73,5.25,0.0382,0.0359,0.0399,1.32
"CORA","Corvus corax","Common Raven","9 Great Basin",0.253,0.243,0.269,0.0458,0.044,0.0487,0.0552
"CORA","Corvus corax","Common Raven","10 Northern Rockies",1.24,1.17,1.29,0.0332,0.0315,0.0347,0.372
"CORA","Corvus corax","Common Raven","11 Prairie Potholes",1.34,1.26,1.44,0.0302,0.0284,0.0325,0.444
"CORA","Corvus corax","Common Raven","12 Boreal Hardwood Transition",1.21,1.17,1.26,0.0324,0.0312,0.0337,0.373
"CORA","Corvus corax","Common Raven","13 Lower Great Lakes/St. Lawrence Plain",0.163,0.145,0.182,0.016,0.0142,0.0179,0.102
"CORA","Corvus corax","Common Raven","14 Atlantic Northern Forest",0.766,0.706,0.81,0.0393,0.0362,0.0416,0.195
"CORA","Corvus corax","Common Raven","6-0 Boreal Taiga Plains, South",2.36,2.18,2.54,0.0312,0.0289,0.0336,0.756
"CORA","Corvus corax","Common Raven","6-1 Boreal Taiga Plains, North",0.409,0.337,0.461,0.0096,0.0079,0.0108,0.428
"CORA","Corvus corax","Common Raven","7-0 Taiga Shield & Hudson Plains, West",1.15,0.894,1.4,0.0206,0.0159,0.0249,0.561
"CORA","Corvus corax","Common Raven","7-1 Taiga Shield & Hudson Plains, East",2.92,2.51,3.55,0.0316,0.0271,0.0383,0.925
"CORA","Corvus corax","Common Raven","8-0 Boreal Softwood Shield, West",1.44,1.3,1.54,0.0414,0.0374,0.0442,0.348
"CORA","Corvus corax","Common Raven","8-1 Boreal Softwood Shield, Ontario",1.82,1.71,1.94,0.0462,0.0433,0.0492,0.395
"CORA","Corvus corax","Common Raven","8-2 Boreal Softwood Shield, East",1.12,1.06,1.21,0.0236,0.0224,0.0256,0.473
"CORA","Corvus corax","Common Raven","8-3 Boreal Softwood Shield, Newfoundland",0.609,0.445,0.743,0.0645,0.0471,0.0787,0.0945
"COYE","Geothlypis trichas","Common Yellowthroat","Canada",41.1,40.1,42.3,0.0662,0.0646,0.0681,6.21
"COYE","Geothlypis trichas","Common Yellowthroat","4 Northwestern Interior Forest",1.51,1.31,1.72,0.0277,0.024,0.0315,0.546
"COYE","Geothlypis trichas","Common Yellowthroat","5 Northern Pacific Rainforest",0.406,0.37,0.443,0.0298,0.0272,0.0326,0.136
"COYE","Geothlypis trichas","Common Yellowthroat","6 Boreal Taiga Plains",5.97,5.69,6.24,0.0504,0.0481,0.0527,1.18
"COYE","Geothlypis trichas","Common Yellowthroat","7 Taiga Shield & Hudson Plains",4.19,3.26,4.98,0.0281,0.0219,0.0335,1.49
"COYE","Geothlypis trichas","Common Yellowthroat","8 Boreal Softwood Shield",12.4,11.8,12.9,0.0941,0.0897,0.0983,1.32
"COYE","Geothlypis trichas","Common Yellowthroat","9 Great Basin",0.149,0.141,0.157,0.027,0.0255,0.0285,0.0552
"COYE","Geothlypis trichas","Common Yellowthroat","10 Northern Rockies",1.12,1.06,1.2,0.0302,0.0285,0.0322,0.372
"COYE","Geothlypis trichas","Common Yellowthroat","11 Prairie Potholes",2.61,2.53,2.73,0.0588,0.057,0.0615,0.444
"COYE","Geothlypis trichas","Common Yellowthroat","12 Boreal Hardwood Transition",5.89,5.79,6.02,0.158,0.155,0.161,0.373
"COYE","Geothlypis trichas","Common Yellowthroat","13 Lower Great Lakes/St. Lawrence Plain",1.81,1.77,1.85,0.178,0.174,0.182,0.102
"COYE","Geothlypis trichas","Common Yellowthroat","14 Atlantic Northern Forest",5.14,5,5.24,0.264,0.256,0.269,0.195
"COYE","Geothlypis trichas","Common Yellowthroat","6-0 Boreal Taiga Plains, South",5.14,4.91,5.33,0.068,0.0649,0.0705,0.756
"COYE","Geothlypis trichas","Common Yellowthroat","6-1 Boreal Taiga Plains, North",0.836,0.637,1,0.0196,0.0149,0.0234,0.428
"COYE","Geothlypis trichas","Common Yellowthroat","7-0 Taiga Shield & Hudson Plains, West",0.477,0.223,0.749,0.0085,0.004,0.0134,0.561
"COYE","Geothlypis trichas","Common Yellowthroat","7-1 Taiga Shield & Hudson Plains, East",3.66,2.84,4.55,0.0395,0.0307,0.0492,0.925
"COYE","Geothlypis trichas","Common Yellowthroat","8-0 Boreal Softwood Shield, West",2.3,2.17,2.46,0.0661,0.0622,0.0707,0.348
"COYE","Geothlypis trichas","Common Yellowthroat","8-1 Boreal Softwood Shield, Ontario",4.17,3.98,4.36,0.106,0.101,0.11,0.395
"COYE","Geothlypis trichas","Common Yellowthroat","8-2 Boreal Softwood Shield, East",5.28,4.97,5.7,0.112,0.105,0.12,0.473
"COYE","Geothlypis trichas","Common Yellowthroat","8-3 Boreal Softwood Shield, Newfoundland",0.575,0.443,0.692,0.0608,0.047,0.0733,0.0945
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","Canada",17.2,16.5,17.6,0.0277,0.0266,0.0283,6.21
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","4 Northwestern Interior Forest",0.0106,0.0046,0.0177,2e-04,1e-04,3e-04,0.546
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","6 Boreal Taiga Plains",1.17,1.1,1.24,0.0099,0.0093,0.0105,1.18
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","7 Taiga Shield & Hudson Plains",1.03,0.663,1.25,0.0069,0.0044,0.0084,1.49
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","8 Boreal Softwood Shield",5.91,5.44,6.23,0.0449,0.0413,0.0473,1.32
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","9 Great Basin",0,0,0,0,0,0,0.0552
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","10 Northern Rockies",0.0352,0.0205,0.0511,9e-04,6e-04,0.0014,0.372
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","11 Prairie Potholes",0.642,0.6,0.683,0.0145,0.0135,0.0154,0.444
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","12 Boreal Hardwood Transition",5.83,5.59,5.92,0.156,0.15,0.159,0.373
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","13 Lower Great Lakes/St. Lawrence Plain",0.71,0.681,0.732,0.0698,0.0669,0.0719,0.102
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","14 Atlantic Northern Forest",1.86,1.8,1.91,0.0954,0.0922,0.0979,0.195
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","6-0 Boreal Taiga Plains, South",1.16,1.09,1.22,0.0153,0.0144,0.0161,0.756
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","6-1 Boreal Taiga Plains, North",0.0174,0.0076,0.0297,4e-04,2e-04,7e-04,0.428
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","7-0 Taiga Shield & Hudson Plains, West",0.1,0.0374,0.132,0.0018,7e-04,0.0024,0.561
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","7-1 Taiga Shield & Hudson Plains, East",0.949,0.614,1.16,0.0103,0.0066,0.0125,0.925
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","8-0 Boreal Softwood Shield, West",0.807,0.736,0.898,0.0232,0.0211,0.0258,0.348
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","8-1 Boreal Softwood Shield, Ontario",3.09,2.83,3.38,0.0783,0.0716,0.0855,0.395
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","8-2 Boreal Softwood Shield, East",1.93,1.72,2.07,0.0408,0.0364,0.0438,0.473
"CSWA","Setophaga pensylvanica","Chestnut-sided Warbler","8-3 Boreal Softwood Shield, Newfoundland",0.0315,0.0085,0.064,0.0033,9e-04,0.0068,0.0945
"DEJU","Junco hyemalis","Dark-eyed Junco","Canada",171,166,176,0.276,0.267,0.284,6.21
"DEJU","Junco hyemalis","Dark-eyed Junco","4 Northwestern Interior Forest",26.8,25.6,28.1,0.491,0.468,0.514,0.546
"DEJU","Junco hyemalis","Dark-eyed Junco","5 Northern Pacific Rainforest",4.69,4.46,5.26,0.344,0.328,0.386,0.136
"DEJU","Junco hyemalis","Dark-eyed Junco","6 Boreal Taiga Plains",21.5,20.4,22.6,0.182,0.172,0.191,1.18
"DEJU","Junco hyemalis","Dark-eyed Junco","7 Taiga Shield & Hudson Plains",52.1,48,56.4,0.35,0.322,0.378,1.49
"DEJU","Junco hyemalis","Dark-eyed Junco","8 Boreal Softwood Shield",39.7,37.9,41.6,0.302,0.288,0.316,1.32
"DEJU","Junco hyemalis","Dark-eyed Junco","9 Great Basin",2.09,2.01,2.19,0.378,0.365,0.396,0.0552
"DEJU","Junco hyemalis","Dark-eyed Junco","10 Northern Rockies",14.6,14.1,15.1,0.391,0.378,0.406,0.372
"DEJU","Junco hyemalis","Dark-eyed Junco","11 Prairie Potholes",0.853,0.712,0.961,0.0192,0.0161,0.0217,0.444
"DEJU","Junco hyemalis","Dark-eyed Junco","12 Boreal Hardwood Transition",3.13,2.81,3.4,0.0838,0.0751,0.091,0.373
"DEJU","Junco hyemalis","Dark-eyed Junco","13 Lower Great Lakes/St. Lawrence Plain",0.218,0.182,0.248,0.0214,0.0179,0.0243,0.102
"DEJU","Junco hyemalis","Dark-eyed Junco","14 Atlantic Northern Forest",5.23,5.06,5.44,0.268,0.26,0.279,0.195
"DEJU","Junco hyemalis","Dark-eyed Junco","6-0 Boreal Taiga Plains, South",8.95,8.54,9.56,0.118,0.113,0.126,0.756
"DEJU","Junco hyemalis","Dark-eyed Junco","6-1 Boreal Taiga Plains, North",12.5,11.6,13.2,0.292,0.27,0.309,0.428
"DEJU","Junco hyemalis","Dark-eyed Junco","7-0 Taiga Shield & Hudson Plains, West",12.8,11.7,14.2,0.229,0.209,0.254,0.561
"DEJU","Junco hyemalis","Dark-eyed Junco","7-1 Taiga Shield & Hudson Plains, East",39.4,34.2,43,0.426,0.37,0.465,0.925
"DEJU","Junco hyemalis","Dark-eyed Junco","8-0 Boreal Softwood Shield, West",6.55,6.07,7.14,0.188,0.174,0.205,0.348
"DEJU","Junco hyemalis","Dark-eyed Junco","8-1 Boreal Softwood Shield, Ontario",5.81,5.26,6.28,0.147,0.133,0.159,0.395
"DEJU","Junco hyemalis","Dark-eyed Junco","8-2 Boreal Softwood Shield, East",22.6,21.6,24.1,0.477,0.456,0.509,0.473
"DEJU","Junco hyemalis","Dark-eyed Junco","8-3 Boreal Softwood Shield, Newfoundland",4.41,3.78,5.13,0.467,0.4,0.543,0.0945
"DOWO","Picoides pubescens","Downy Woodpecker","Canada",6,5.7,6.41,0.0097,0.0092,0.0103,6.21
"DOWO","Picoides pubescens","Downy Woodpecker","4 Northwestern Interior Forest",0.183,0.0921,0.27,0.0033,0.0017,0.0049,0.546
"DOWO","Picoides pubescens","Downy Woodpecker","5 Northern Pacific Rainforest",0.143,0.128,0.182,0.0105,0.0094,0.0133,0.136
"DOWO","Picoides pubescens","Downy Woodpecker","6 Boreal Taiga Plains",0.602,0.556,0.7,0.0051,0.0047,0.0059,1.18
"DOWO","Picoides pubescens","Downy Woodpecker","7 Taiga Shield & Hudson Plains",0.238,0.0942,0.327,0.0016,6e-04,0.0022,1.49
"DOWO","Picoides pubescens","Downy Woodpecker","8 Boreal Softwood Shield",1.73,1.55,1.96,0.0131,0.0118,0.0149,1.32
"DOWO","Picoides pubescens","Downy Woodpecker","9 Great Basin",0.0756,0.0629,0.0882,0.0137,0.0114,0.016,0.0552
"DOWO","Picoides pubescens","Downy Woodpecker","10 Northern Rockies",0.26,0.233,0.292,0.007,0.0063,0.0078,0.372
"DOWO","Picoides pubescens","Downy Woodpecker","11 Prairie Potholes",0.31,0.275,0.359,0.007,0.0062,0.0081,0.444
"DOWO","Picoides pubescens","Downy Woodpecker","12 Boreal Hardwood Transition",1.25,1.16,1.3,0.0335,0.0311,0.0348,0.373
"DOWO","Picoides pubescens","Downy Woodpecker","13 Lower Great Lakes/St. Lawrence Plain",0.478,0.46,0.491,0.0469,0.0452,0.0482,0.102
"DOWO","Picoides pubescens","Downy Woodpecker","14 Atlantic Northern Forest",0.731,0.682,0.766,0.0375,0.035,0.0393,0.195
"DOWO","Picoides pubescens","Downy Woodpecker","6-0 Boreal Taiga Plains, South",0.55,0.493,0.616,0.0073,0.0065,0.0082,0.756
"DOWO","Picoides pubescens","Downy Woodpecker","6-1 Boreal Taiga Plains, North",0.0602,0.0218,0.106,0.0014,5e-04,0.0025,0.428
"DOWO","Picoides pubescens","Downy Woodpecker","7-0 Taiga Shield & Hudson Plains, West",0.029,0.0139,0.0959,5e-04,2e-04,0.0017,0.561
"DOWO","Picoides pubescens","Downy Woodpecker","7-1 Taiga Shield & Hudson Plains, East",0.192,0.0683,0.268,0.0021,7e-04,0.0029,0.925
"DOWO","Picoides pubescens","Downy Woodpecker","8-0 Boreal Softwood Shield, West",0.172,0.118,0.224,0.0049,0.0034,0.0064,0.348
"DOWO","Picoides pubescens","Downy Woodpecker","8-1 Boreal Softwood Shield, Ontario",0.683,0.605,0.842,0.0173,0.0153,0.0213,0.395
"DOWO","Picoides pubescens","Downy Woodpecker","8-2 Boreal Softwood Shield, East",0.787,0.674,0.922,0.0166,0.0143,0.0195,0.473
"DOWO","Picoides pubescens","Downy Woodpecker","8-3 Boreal Softwood Shield, Newfoundland",0.0821,0.0346,0.121,0.0087,0.0037,0.0128,0.0945
"DUFL","Empidonax oberholseri","Dusky Flycatcher","Canada",6.83,6.44,7.11,0.011,0.0104,0.0114,6.21
"DUFL","Empidonax oberholseri","Dusky Flycatcher","4 Northwestern Interior Forest",0.781,0.623,1.01,0.0143,0.0114,0.0185,0.546
"DUFL","Empidonax oberholseri","Dusky Flycatcher","5 Northern Pacific Rainforest",0.672,0.612,0.728,0.0493,0.0449,0.0535,0.136
"DUFL","Empidonax oberholseri","Dusky Flycatcher","6 Boreal Taiga Plains",0.523,0.387,0.637,0.0044,0.0033,0.0054,1.18
"DUFL","Empidonax oberholseri","Dusky Flycatcher","7 Taiga Shield & Hudson Plains",0.0021,9e-04,0.0047,0,0,0,1.49
"DUFL","Empidonax oberholseri","Dusky Flycatcher","8 Boreal Softwood Shield",0.0181,0.0064,0.0271,1e-04,0,2e-04,1.32
"DUFL","Empidonax oberholseri","Dusky Flycatcher","9 Great Basin",0.926,0.866,0.998,0.168,0.157,0.181,0.0552
"DUFL","Empidonax oberholseri","Dusky Flycatcher","10 Northern Rockies",3.71,3.52,3.9,0.0996,0.0947,0.105,0.372
"DUFL","Empidonax oberholseri","Dusky Flycatcher","11 Prairie Potholes",0.129,0.0857,0.198,0.0029,0.0019,0.0045,0.444
"DUFL","Empidonax oberholseri","Dusky Flycatcher","12 Boreal Hardwood Transition",0.0014,6e-04,0.0024,0,0,1e-04,0.373
"DUFL","Empidonax oberholseri","Dusky Flycatcher","13 Lower Great Lakes/St. Lawrence Plain",0,0,0,0,0,0,0.102
"DUFL","Empidonax oberholseri","Dusky Flycatcher","14 Atlantic Northern Forest",0,0,0,0,0,0,0.195
"DUFL","Empidonax oberholseri","Dusky Flycatcher","6-0 Boreal Taiga Plains, South",0.468,0.358,0.561,0.0062,0.0047,0.0074,0.756
"DUFL","Empidonax oberholseri","Dusky Flycatcher","6-1 Boreal Taiga Plains, North",0.0434,0.0196,0.102,0.001,5e-04,0.0024,0.428
"DUFL","Empidonax oberholseri","Dusky Flycatcher","7-0 Taiga Shield & Hudson Plains, West",0.0021,9e-04,0.0047,0,0,1e-04,0.561
"DUFL","Empidonax oberholseri","Dusky Flycatcher","7-1 Taiga Shield & Hudson Plains, East",0,0,0,0,0,0,0.925
"DUFL","Empidonax oberholseri","Dusky Flycatcher","8-0 Boreal Softwood Shield, West",0.0181,0.0064,0.027,5e-04,2e-04,8e-04,0.348
"DUFL","Empidonax oberholseri","Dusky Flycatcher","8-1 Boreal Softwood Shield, Ontario",0,0,2e-04,0,0,0,0.395
"DUFL","Empidonax oberholseri","Dusky Flycatcher","8-2 Boreal Softwood Shield, East",0,0,0,0,0,0,0.473
"DUFL","Empidonax oberholseri","Dusky Flycatcher","8-3 Boreal Softwood Shield, Newfoundland",0,0,0,0,0,0,0.0945
"EABL","Sialia sialis","Eastern Bluebird","Canada",2.21,2.05,2.59,0.0036,0.0033,0.0042,6.21
"EABL","Sialia sialis","Eastern Bluebird","4 Northwestern Interior Forest",0.0026,4e-04,0.0059,0,0,1e-04,0.546
"EABL","Sialia sialis","Eastern Bluebird","5 Northern Pacific Rainforest",0,0,0,0,0,0,0.136
"EABL","Sialia sialis","Eastern Bluebird","6 Boreal Taiga Plains",0.246,0.148,0.362,0.0021,0.0013,0.0031,1.18
"EABL","Sialia sialis","Eastern Bluebird","7 Taiga Shield & Hudson Plains",0.0807,0.0384,0.3,5e-04,3e-04,0.002,1.49
"EABL","Sialia sialis","Eastern Bluebird","8 Boreal Softwood Shield",0.464,0.342,0.576,0.0035,0.0026,0.0044,1.32
"EABL","Sialia sialis","Eastern Bluebird","9 Great Basin",0,0,0,0,0,0,0.0552
"EABL","Sialia sialis","Eastern Bluebird","10 Northern Rockies",0.0107,0.0057,0.0184,3e-04,2e-04,5e-04,0.372
"EABL","Sialia sialis","Eastern Bluebird","11 Prairie Potholes",0.384,0.268,0.505,0.0087,0.006,0.0114,0.444
"EABL","Sialia sialis","Eastern Bluebird","12 Boreal Hardwood Transition",0.577,0.488,0.643,0.0155,0.0131,0.0172,0.373
"EABL","Sialia sialis","Eastern Bluebird","13 Lower Great Lakes/St. Lawrence Plain",0.273,0.248,0.313,0.0268,0.0243,0.0308,0.102
"EABL","Sialia sialis","Eastern Bluebird","14 Atlantic Northern Forest",0.171,0.142,0.208,0.0088,0.0073,0.0107,0.195
"EABL","Sialia sialis","Eastern Bluebird","6-0 Boreal Taiga Plains, South",0.24,0.145,0.354,0.0032,0.0019,0.0047,0.756
"EABL","Sialia sialis","Eastern Bluebird","6-1 Boreal Taiga Plains, North",0.0045,7e-04,0.0099,1e-04,0,2e-04,0.428
"EABL","Sialia sialis","Eastern Bluebird","7-0 Taiga Shield & Hudson Plains, West",0.0027,9e-04,0.0147,0,0,3e-04,0.561
"EABL","Sialia sialis","Eastern Bluebird","7-1 Taiga Shield & Hudson Plains, East",0.0777,0.0331,0.287,8e-04,4e-04,0.0031,0.925
"EABL","Sialia sialis","Eastern Bluebird","8-0 Boreal Softwood Shield, West",0.0271,0.0119,0.127,8e-04,3e-04,0.0037,0.348
"EABL","Sialia sialis","Eastern Bluebird","8-1 Boreal Softwood Shield, Ontario",0.189,0.111,0.263,0.0048,0.0028,0.0067,0.395
"EABL","Sialia sialis","Eastern Bluebird","8-2 Boreal Softwood Shield, East",0.23,0.153,0.295,0.0049,0.0032,0.0062,0.473
"EABL","Sialia sialis","Eastern Bluebird","8-3 Boreal Softwood Shield, Newfoundland",0.0017,2e-04,0.0072,2e-04,0,8e-04,0.0945
"EAKI","Tyrannus tyrannus","Eastern Kingbird","Canada",5.45,5.16,5.68,0.0088,0.0083,0.0091,6.21
"EAKI","Tyrannus tyrannus","Eastern Kingbird","4 Northwestern Interior Forest",0.0364,0.0146,0.067,7e-04,3e-04,0.0012,0.546
"EAKI","Tyrannus tyrannus","Eastern Kingbird","5 Northern Pacific Rainforest",0.0303,0.0161,0.039,0.0022,0.0012,0.0029,0.136
"EAKI","Tyrannus tyrannus","Eastern Kingbird","6 Boreal Taiga Plains",0.845,0.754,0.969,0.0071,0.0064,0.0082,1.18
